"ACAN"	"AIM1L"	"CDH24"	"CDKN2A"	"CENPE"	"CLEC4M"	"FAM83F"	"GNAZ"	"KDM8"	"KIF18A"	"LPL"	"MYOM2"	"PRAMEF9"	"PZP"	"SEMA5B"	"cg02871891"
"325"	8.13442632	6.209453366	6.442943496	8.573647187	6.392317423	0	3.807354922	9.124121312	11.38478375	4.392317423	7.918863237	7.129283017	0	5.781359714	7.781359714	0.551676353
"23"	6.686500527	5.95419631	8.129283017	9.702172685	9.016808288	0	5.754887502	7.882643049	5.727920455	7.768184325	8.930737338	2.584962501	4.64385619	4.754887502	7.285402219	0.914410929
"259"	3.906890596	6.672425342	7.714245518	8.28077077	7.303780748	0	1.584962501	3.807354922	8.422064766	6.62935662	7.044394119	4.700439718	2	0	6.988684687	0.874649588
"405"	2	2.584962501	2.584962501	7.707359132	4.523561956	10.12023788	0	2.807354922	10.88187871	3.584962501	5.64385619	6.14974712	2.807354922	1	5.392317423	0.604170731
"138"	7.169925001	4.700439718	9.192292814	8.754887502	10.04165915	0	3	11.16302064	6.392317423	8.566054038	7.321928095	3.169925001	0	2.321928095	7.118941073	0.864286517
"226"	4.169925001	4.807354922	6.794415866	10.24555271	9.027905997	0	0	6.977279923	10.91960824	7.665335917	6.965784285	3.584962501	1.584962501	3.584962501	7.118941073	0.510523694
"193"	3.906890596	6.189824559	5.754887502	7.888743249	7.948367232	1.584962501	1.584962501	8.430452552	8.495855027	7.06608919	6.741466986	6.209453366	3	2.584962501	8	0.837715958
"129"	0	3.459431619	8.357552005	10.5028318	9.17990909	0	8.262094845	7.693486957	12.2848241	7.636624621	8.611024797	6.426264755	2	5.554588852	5.930737338	0.329399844
"172"	4.169925001	5.95419631	6.754887502	8.991521846	7.087462841	0	0	8.535275377	6.845490051	6.266786541	7.8008999	9.481799432	10.71767642	3	7.108524457	0.870921913
"47"	3.321928095	7.8008999	5.357552005	9.693486957	8.87958325	0	0	8.717676423	7.569855608	8.144658243	6.209453366	3.459431619	0	2	9.116343961	0.844193606
"150"	0	9.152284842	6.50779464	7.882643049	5.169925001	0	1.584962501	7.906890596	7.14974712	4.321928095	6.409390936	1.584962501	8.607330314	1	7.169925001	0.821877873
"382"	6.189824559	6.523561956	6.339850003	10.42626475	7.614709844	0	3	10.45121111	7.321928095	5.906890596	6.906890596	5.129283017	0	2.807354922	6.554588852	0.885592646
"196"	7.357552005	6.584962501	5.781359714	9.663558104	8.113742166	2	1	7.87036472	7.658211483	7.312882955	7.17990909	1.584962501	0	1.584962501	8.113742166	0.825386632
"411"	0	5.672425342	6.108524457	8.422064766	6	0	0	5.209453366	9.804131021	4.857980995	7.839203788	2.807354922	0	2.321928095	6	0.934186679
"104"	3.321928095	6.918863237	6.169925001	7.686500527	3.321928095	0	0	6.189824559	8.74819285	2.584962501	9.977279923	5.247927513	0	1.584962501	5.977279923	0.901601009
"101"	3	3.321928095	6.392317423	4.523561956	8.417852515	0	0	5.977279923	8.108524457	7.14974712	6.108524457	3.584962501	0	2	6.857980995	0.900954365
"229"	6.686500527	2.584962501	5.781359714	6.845490051	5.832890014	3.459431619	5.459431619	8.948367232	7.584962501	4.321928095	5.169925001	4.857980995	0	0	8.055282436	0.911833069
"235"	7.665335917	6.247927513	6.569855608	10.18735207	8.262094845	0	2	8.28077077	10.87805091	7.294620749	6.807354922	4.169925001	5.672425342	1.584962501	6.409390936	0.908597618
"22"	2	5.64385619	6.977279923	6.247927513	6.523561956	5.169925001	0	5.459431619	7.636624621	5.044394119	6.22881869	5.209453366	0	3.321928095	6.741466986	0.896714599
"127"	1	1.584962501	5.129283017	4.754887502	4.64385619	9.124121312	6.087462841	4.523561956	11.86843676	3.584962501	2.321928095	7.700439718	0	11.12734954	5.906890596	0.496849397
"16"	3	4.584962501	6.50779464	5.247927513	5.700439718	0	0	8.344295908	9.337621902	3.700439718	7.665335917	6.357552005	0	3.169925001	7.312882955	0.870860941
"239"	2	0	4.087462841	3.584962501	3.584962501	10.43983088	4.392317423	4.700439718	12.73872562	2.807354922	3.321928095	8.751544059	0	13.25827158	5.700439718	0.306091863
"180"	0	1.584962501	3.906890596	3.906890596	3.584962501	10.94104761	8.511752654	4.754887502	11.12088584	2.321928095	6.584962501	7.357552005	0	7.491853096	5.169925001	0.465547932
"1"	0	6.614709844	7.076815597	8.209453366	7.257387843	0	0	5.906890596	7.276124405	6.22881869	7.294620749	2.807354922	0	0	7.14974712	0.89412098
"365"	0	7.562242424	8.73470962	9.586839788	9.167418146	3	0	8.751544059	8.204571144	7.960001932	6.50779464	0	0	0	6.820178962	0.880696644
"392"	5.977279923	7.011227255	6.129283017	8.044394119	6.930737338	0	3.459431619	7.857980995	6.62935662	4.700439718	9.415741768	3.169925001	1	1	7.569855608	0.847407876
"334"	5.727920455	6.845490051	6.209453366	8.233619677	6.266786541	1.584962501	0	8.392317423	8.243173983	5.459431619	7.960001932	3.459431619	0	3.321928095	7.577428828	0.829422364
"368"	0	2.584962501	5.357552005	4.700439718	4.247927513	10.52649924	2	3.321928095	12.93239932	2	3.584962501	6.491853096	0	10.37286506	5.727920455	0.326973006
"95"	1	6.95419631	4.857980995	7.14974712	5.392317423	10.00702727	9.707359132	6.129283017	11.14720492	4.392317423	4.857980995	7.139551352	0	3.459431619	3	0.829787517
"40"	4.087462841	2.584962501	5.459431619	9.695228291	6.918863237	0	2.807354922	5.754887502	7.64385619	6.339850003	7.672425342	3.906890596	0	3.169925001	8.011227255	0.860642915
"246"	6.129283017	7.076815597	6.820178962	10.34429591	7.294620749	1	0	6.321928095	10.55842071	7.375039431	6.965784285	4.584962501	4.906890596	3.459431619	7.768184325	0.909253617
"6"	0	1.584962501	4.459431619	2.807354922	4.392317423	10.70649602	5.357552005	4.523561956	12.14942959	2.321928095	4.392317423	7.417852515	0	13.62502386	5.672425342	0.428419504
"94"	6.044394119	5.087462841	5.930737338	6.209453366	8.049848549	0	3.807354922	8.159871337	7.592457037	6.523561956	6.491853096	5.832890014	0	4.169925001	7.499845887	0.837983766
"125"	3.807354922	6.50779464	7.434628228	10.10197567	7.523561956	2.321928095	0	7.64385619	8.199672345	7.266786541	7.584962501	4.321928095	1.584962501	2	6.375039431	0.888446053
"255"	3.169925001	4.754887502	6.569855608	7.383704292	6.64385619	0	0	6.189824559	9.28077077	5.129283017	7.400879436	2.584962501	0	4.247927513	6.965784285	0.723274466
"378"	5.459431619	5.321928095	6.409390936	7.257387843	6.977279923	0	2	4.247927513	7.686500527	5.832890014	6.781359714	3.700439718	4.169925001	1.584962501	7.285402219	0.904808118
"169"	6.087462841	6.95419631	7.189824559	8.686500527	6.539158811	0	1	7.022367813	9.62388149	5	9.712527	3.700439718	0	2.321928095	7.851749041	0.899488957
"55"	5.700439718	8.614709844	7.426264755	8.027905997	9.20701432	0	1.584962501	8.897845456	6.247927513	8.321928095	5.209453366	1.584962501	0	1	5.523561956	0.893930388
"115"	4.169925001	6.087462841	5.523561956	6.95419631	6.614709844	0	0	7.383704292	8.071462363	5.554588852	7.936637939	3	3	3	8.214319121	0.88906982
"288"	2.321928095	6.375039431	5.357552005	9.569855608	6.569855608	0	0	8.011227255	7.011227255	4.754887502	6.95419631	3.169925001	2.807354922	2.321928095	7.276124405	0.722349013
"388"	4.754887502	8.312882955	6.539158811	8.6794801	8.011227255	0	0	8.696967526	9.036173613	6.977279923	7.055282436	5.247927513	0	4.247927513	7.159871337	0.895983444
"13"	8.076815597	6.108524457	6.882643049	9.463524373	9.292321633	2.321928095	1.584962501	7.17990909	6.50779464	8.724513853	5.044394119	5.044394119	0	2.807354922	7.033423002	0.671250673
"240"	6.781359714	7.392317423	6.209453366	8.271463028	8.303780748	0	1.584962501	9.438791853	7.21916852	8.409390936	6.285402219	4.584962501	0	0	8.603626345	0.83985749
"274"	5.247927513	6.266786541	8.672425342	9.837627933	8.554588852	0	2.807354922	8.675957033	7.087462841	7.876516947	6.339850003	1.584962501	0	0	6.14974712	0.610093561
"289"	6.044394119	4.754887502	9.818582177	11.35038674	9.292321633	0	5.357552005	10.22641219	8.262094845	7.982993575	6.06608919	4.169925001	0	10.01820018	4.700439718	0.848913813
"260"	4	4.087462841	6.658211483	8.696967526	6.22881869	5	3.169925001	8.252665432	10.58402294	4.169925001	7.499845887	5.087462841	4.700439718	2.807354922	7.686500527	0.616424002
"194"	1	4.087462841	4.392317423	4.857980995	3.459431619	10.35204343	5.64385619	5.321928095	12.22309669	3	4.700439718	7.108524457	2	13.26209485	3.700439718	0.367960534
"120"	3.321928095	5.754887502	9.475733431	10.2632692	7.700439718	0	5.247927513	10.53235593	6.599912842	7.06608919	6.22881869	2.321928095	0	2.807354922	2.807354922	0.936034671
"295"	0	1.584962501	4.169925001	4.807354922	1.584962501	12.40859511	8.038918989	5.977279923	9.719388821	3.169925001	7.022367813	8.118941073	0	8.076815597	4.247927513	0.606501652
"78"	6.820178962	5.321928095	7.087462841	8.233619677	7	1.584962501	1	8.479780264	7.475733431	6.523561956	6.044394119	1.584962501	0	5.832890014	7.46760555	0.902452067
"327"	2	4.392317423	5.807354922	6.988684687	2.584962501	10.9432474	6.569855608	5.781359714	11.02306125	0	6.022367813	8.348728154	0	12.10558118	4.392317423	0.424011841
"208"	4.700439718	7.977279923	6.845490051	4.169925001	7.383704292	2.321928095	0	9.992938336	9.923327485	5.614709844	7.50779464	2.321928095	0	2.807354922	7.948367232	0.898088654
"157"	7.348728154	6.087462841	7.46760555	10.63571812	10.27146303	0	7.900866808	10.30149619	6.14974712	7.977279923	8.087462841	1.584962501	0	7	6.087462841	0.914718152
"53"	4.523561956	7.658211483	6.426264755	8.994353437	8.022367813	0	1.584962501	10.18735207	6.988684687	7.77478706	4.169925001	2.321928095	0	3.169925001	9.184875343	0.727106789
"87"	6.754887502	6.539158811	5.781359714	8.005624549	5.554588852	1.584962501	0	8.781359714	8.921840937	3.169925001	8.647458426	6.022367813	0	2.584962501	7.960001932	0.820478758
"118"	3.807354922	0	5.727920455	8.781359714	7.199672345	7.741466986	0	4.700439718	12.73216743	4.754887502	7.303780748	5	4.64385619	2	6.426264755	0.129468265
"355"	0	1.584962501	6.50779464	6.339850003	6.06608919	0	2.321928095	4.700439718	7.22881869	4.087462841	11.2644426	5.087462841	0	2	4.754887502	0.884140388
"332"	2.807354922	6.930737338	7.451211112	8.8008999	7.62935662	0	0	8.951284715	7.924812504	6.754887502	6.442943496	1.584962501	3.169925001	5.930737338	7.285402219	0.868492845
"318"	2	5.584962501	5.044394119	10.23720996	8.28077077	0	0	6.584962501	7.459431619	7.321928095	5.64385619	5.209453366	0	1.584962501	5.807354922	0.832580476
"14"	6.339850003	7.22881869	6.266786541	6.794415866	8.383704292	0	0	9.642051693	7.693486957	7.781359714	6.375039431	6.108524457	0	1.584962501	7.139551352	0.886424964
"71"	4	7.076815597	7.392317423	6.988684687	7.64385619	0	4.392317423	9.741466986	7.46760555	7.294620749	7.21916852	3.584962501	0	3.906890596	8.14974712	0.763911055
"343"	2	0	5.169925001	0	5.321928095	9.918863237	8.044394119	4.459431619	10.95346896	2.584962501	4.169925001	6.832890014	0	13.12799432	5.129283017	0.341430627
"54"	0	7.098032083	5.95419631	9.537218401	7.864186145	0	0	6.965784285	6.807354922	6.266786541	7.930737338	4.584962501	0	0	7.011227255	0.661563358
"167"	0	0	4.906890596	3.169925001	2.807354922	11.0202855	8.357552005	4.321928095	11.82257083	0	6.022367813	7.584962501	0	14.62707784	5.209453366	0.440561128
"112"	0	7.741466986	5.832890014	9.588714636	7.285402219	0	0	8.707359132	10.9505559	6.209453366	8.62935662	7.584962501	2.807354922	2	7.247927513	0.375201413
"253"	3.906890596	7.721099189	5.491853096	9.457380879	8.768184325	0	1	8.550746785	7.417852515	7.665335917	5.672425342	3	0	4.087462841	5.392317423	0.763807441
"185"	5.700439718	6.321928095	6.209453366	7.960001932	5.882643049	6.741466986	3.700439718	4.584962501	10.52845411	5.129283017	7.741466986	4.087462841	5.426264755	3.584962501	7.022367813	0.775880681
"230"	0	3.459431619	6.569855608	7.906890596	7.894817763	3	2.321928095	4.523561956	8.527477006	5.727920455	7.721099189	6.569855608	9.876516947	2.807354922	6.658211483	0.926877771
"171"	2.584962501	4.087462841	8.154818109	0	9.199672345	0	1	8.603626345	6.108524457	8.939579214	3.321928095	7.768184325	0	3	9.556506055	0.160476481
"10"	0	8.569855608	6.247927513	7.936637939	5.672425342	0	0	5.554588852	7.400879436	5.285402219	6.569855608	6	0	0	5.906890596	0.925270321
"267"	0	4.584962501	7.888743249	9.622051819	8.997179481	0	0	9.46760555	7.73470962	8.005624549	5.247927513	7	0	2.321928095	6.339850003	0.875534077
"375"	8.900866808	7.839203788	5.64385619	7.965784285	9.721099189	0	5.087462841	6.169925001	7.948367232	8.124121312	7.607330314	4.95419631	1	3	8.459431619	0.79795145
"30"	2	3.321928095	7.918863237	5.285402219	8.344295908	6.491853096	0	11.57648435	8.348728154	7.977279923	5.781359714	6.285402219	0	5.700439718	5.930737338	0.898808281
"152"	5.614709844	8.665335917	6.189824559	10.58308277	8.430452552	0	0	9.731319031	6.491853096	8.335390355	6.754887502	4.247927513	0	1.584962501	7.658211483	0.817628758
"362"	1	4.64385619	7.285402219	9.22881869	7.977279923	0	0	4.087462841	6.64385619	6.044394119	7.483815777	3.906890596	2.321928095	2.584962501	6.375039431	0.885332129
"344"	8.113742166	5.044394119	6.700439718	11.8061468	7.982993575	0	0	11.2179577	6.409390936	8.503825738	7.475733431	6.754887502	0	10.39553414	6.475733431	0.869484734
"165"	5.754887502	6.169925001	7.199672345	9.025139562	8.640244936	0	5.523561956	6.781359714	6.209453366	6.894817763	5.906890596	6.392317423	0	2.321928095	6.022367813	0.658948022
"145"	0	7.238404739	5.044394119	6.247927513	3.807354922	8.654636029	6.539158811	4.64385619	11.66311331	3.169925001	7.409390936	9.226412193	0	11.43567026	3.700439718	0.440231451
"106"	0	4.700439718	8.199672345	10.08081753	8.636624621	1.584962501	1.584962501	8.558420713	9.712527	7.665335917	7.451211112	7.882643049	0	7.266786541	7.665335917	0.898880753
"128"	4.169925001	2.807354922	5.64385619	10.72366094	7.807354922	9.722807531	2.321928095	7	10.05256805	8.164906927	4.857980995	4.64385619	4.64385619	10.30606169	5.247927513	0.857046204
"331"	3	7.876516947	6.475733431	8.968666793	6.882643049	0	2.584962501	5.357552005	7.714245518	6.303780748	6.794415866	4.754887502	0	0	7.118941073	0.927114933
"296"	0	5.209453366	6.06608919	8.535275377	6.882643049	5.247927513	0	6.209453366	6.285402219	6.475733431	4.754887502	2.807354922	0	2.584962501	7.118941073	0.929253065
"333"	1.584962501	4.087462841	7.238404739	7.14974712	5.754887502	0	0	4.459431619	12.6359448	3.459431619	7.483815777	5.554588852	10.49785184	3.584962501	6.894817763	0.378430527
"410"	4.247927513	7.247927513	7.22881869	10.30947635	7.475733431	0	3.321928095	10.36741475	7.787902559	8.475733431	8.988684687	4.906890596	0	0	5.727920455	0.887299253
"135"	1.584962501	3.807354922	7.936637939	11.1792871	6.794415866	0	4.321928095	10.95419631	10.79603961	5.672425342	7.636624621	6.918863237	0	5.977279923	6.930737338	0.792259855
"27"	2	5	5.285402219	5.672425342	4.087462841	8.6794801	6.700439718	4.459431619	11.56033283	2.584962501	5.857980995	7.434628228	1.584962501	12.69326914	4.459431619	0.506640326
"201"	0	9.257387843	7.312882955	11.12928302	8.527477006	0	0	9.93516505	8.426264755	7.294620749	7.257387843	3.321928095	0	2.807354922	6.741466986	0.899915948
"251"	5.392317423	4.087462841	5.169925001	8.098032083	9.301496195	0	3.321928095	11.52845411	7.375039431	7.554588852	5.285402219	4.700439718	0	11.60964047	6.189824559	0.925024326
"7"	8.326429487	1.584962501	7.483815777	5.977279923	7.721099189	0	2.584962501	7.73470962	8.499845887	5.882643049	6.022367813	4.857980995	5.247927513	0	4.584962501	0.623208637
"306"	2	7.294620749	6.06608919	9.076815597	5.044394119	0	7.044394119	3.169925001	7.607330314	4.247927513	7.169925001	5.554588852	0	1.584962501	7.033423002	0.920861582
"144"	6.22881869	5.044394119	8.30833903	10.74567432	10.03204573	0	0	8.651051691	9.411510988	9.652844973	9.744833837	0	3.321928095	11.26971112	7.813781191	0.762021577
"364"	6.209453366	3.906890596	6.266786541	7.451211112	8.044394119	0	8.379378367	8.87036472	8.640244936	6.554588852	5.727920455	5.584962501	0	7.475733431	7.285402219	0.887501844
"350"	0	5.95419631	4.087462841	8.921840937	6.375039431	0	0	8.189824559	8.939579214	4.857980995	5.209453366	1.584962501	0	3.321928095	4.807354922	0.937603393
"99"	3	7.055282436	5.209453366	8.303780748	7.912889336	2	0	7.087462841	8.417852515	8.124121312	7.714245518	4.169925001	5.554588852	3.700439718	6.108524457	0.744543308
"252"	5.491853096	5.087462841	6.965784285	7.159871337	4.754887502	0	3.584962501	7.851749041	9.672425342	3	8.413627929	6.044394119	0	8.873444113	9.167418146	0.776640516
"220"	6.022367813	3.321928095	7.375039431	11.50828999	9.786269628	0	3.584962501	8.17990909	7.108524457	8.636624621	5.392317423	5.321928095	0	2	8.353146825	0.151137278
"56"	1	4.857980995	8.523561956	9.642051693	7.108524457	0	5.044394119	8.348728154	6.129283017	6	7.491853096	6.475733431	0	3.321928095	9.501837185	0.845177151
"377"	3	0	5.321928095	2.584962501	5.930737338	8.199672345	5.554588852	4.584962501	12.57293703	3	5.247927513	7.62935662	0	13.63003955	6.409390936	0.466593256
"373"	5	5.554588852	5.209453366	7.539158811	4.247927513	10.49385545	4.584962501	5.357552005	10.90463462	2.807354922	7.741466986	6.50779464	7.266786541	12.39178061	4.906890596	0.429927629
"248"	5.700439718	0	6.942514505	9.885696373	8.092757141	0	0	7.209453366	7.727920455	7.417852515	9.095397023	0	1.584962501	3.906890596	9.060695932	0.761184031
"314"	4.584962501	7.303780748	5.321928095	9.884170519	7.839203788	1.584962501	4.169925001	9.541096615	7.303780748	6.754887502	6.247927513	5.727920455	3.807354922	10.31288296	6.266786541	0.876480797
"57"	0	2	6.06608919	9.764871591	7.577428828	5.584962501	0	2	12.12605912	6.169925001	7.554588852	4.584962501	7.912889336	5.087462841	7.139551352	0.420231732
"261"	6.614709844	6.832890014	7.189824559	10.54303182	8.426264755	0	4.906890596	9.162391329	7.118941073	6.781359714	4.523561956	3.459431619	0	5.129283017	5.906890596	0.694840854
"91"	3.906890596	4.169925001	5.087462841	4.584962501	5.426264755	9.368506462	4.087462841	8.375039431	11.99753235	3.807354922	4.754887502	5.977279923	1	13.21112782	6.459431619	0.446895135
"19"	0	4.584962501	6.426264755	8.87036472	6.044394119	4.247927513	0	7.483815777	10.73047014	5.169925001	8.033423002	6.714245518	0	1.584962501	7.266786541	0.645080812
"273"	0	2.584962501	3.584962501	6.554588852	3.321928095	9.946906274	9.126704473	4.700439718	10.08347933	2.321928095	4.807354922	6.321928095	1	3.321928095	5.357552005	0.683264867
"45"	6.714245518	5.523561956	6.189824559	8.30833903	6.339850003	0	2.321928095	8.375039431	7.6794801	3.700439718	7.17990909	4.321928095	2.584962501	8.022367813	8.77807713	0.838560097
"151"	7.672425342	7.459431619	6.303780748	8.303780748	7.499845887	0	2.321928095	3.584962501	7.813781191	5.209453366	6.882643049	3.807354922	1	1.584962501	5.087462841	0.737495888
"227"	4.392317423	4.700439718	6.807354922	5.95419631	7.321928095	2.321928095	1	9.978710459	9.016808288	7.46760555	5.491853096	5.64385619	5.247927513	9.350939182	8.262094845	0.864238278
"12"	1	8.348728154	7.159871337	9.005624549	8.098032083	1	0	6.882643049	7.787902559	6.942514505	6.781359714	5.321928095	0	3	6.357552005	0.904847274
"283"	4	5.169925001	6.906890596	10.04165915	8.927777962	0	0	8.885696373	7.21916852	8.285402219	5.491853096	0	0	12.47927503	5.554588852	0.862896488
"348"	2.807354922	6.686500527	6.209453366	10.70390357	8.900866808	0	1.584962501	8.791162889	8.30833903	6.266786541	7.348728154	2	1	0	5.727920455	0.77317086
"247"	0	9.071462363	8.463524373	7.994353437	9.682994584	6	8.405141463	6.599912842	8.071462363	8.727920455	5.554588852	4.169925001	0	9.310612782	7.022367813	0.522722323
"197"	1.584962501	4.584962501	4.321928095	8.14974712	6.714245518	3	0	8.257387843	8.405141463	6.321928095	7.554588852	4.247927513	0	5.357552005	7.169925001	0.884836907
"5"	0	5.209453366	6.357552005	10.77313921	9.06608919	0	0	9.182394353	9.319672121	8.290018847	9.28077077	0	5.459431619	1.584962501	4.64385619	0.20899427
"384"	0	5.781359714	5.977279923	8.28077077	5.832890014	5.247927513	0	5.044394119	6.882643049	4.700439718	7.400879436	7.17990909	0	6.303780748	7.409390936	0.922760944
"308"	5.807354922	5.044394119	6.209453366	9.451211112	7.918863237	0	2.584962501	6.459431619	10.38262403	7.686500527	7.14974712	3.169925001	9.162391329	4.523561956	7.139551352	0.60676266
"219"	3.906890596	3	5.285402219	5.857980995	2.584962501	8.82336724	7.912889336	5.357552005	12.09605624	2.584962501	6.339850003	6.832890014	1	12.65329295	5.129283017	0.541554746
"286"	2	5.64385619	8.098032083	7.900866808	8.243173983	2.321928095	2.807354922	8.813781191	8.588714636	7.50779464	6.375039431	3	3.584962501	3.584962501	7.022367813	0.93214085
"359"	5.459431619	6.857980995	5.209453366	8.392317423	5.247927513	0	2.807354922	7.169925001	9.579315938	2.584962501	8.523561956	2.584962501	4.64385619	8.209453366	6.375039431	0.877047301
"3"	4.857980995	4.807354922	8.87036472	10.86805085	9.815383296	3.321928095	1.584962501	6.247927513	6.357552005	7.924812504	8.108524457	3.459431619	0	5.64385619	4.754887502	0.836228989
"105"	2	6.357552005	7.044394119	8.584962501	9.211888295	4.906890596	4.169925001	10.72280753	8.971543554	8.700439718	7.721099189	5.459431619	9.782998209	7.77478706	7.375039431	0.858305325
"203"	2.807354922	7.238404739	6.339850003	9.873444113	9.375039431	0	0	6.169925001	7.312882955	8.980139578	6.022367813	2.584962501	0	0	8.271463028	0.934815842
"163"	6.539158811	4.700439718	9.271463028	10.91214086	8.845490051	0	0	4.95419631	7.77478706	9.296916207	7.693486957	4.459431619	0	0	7.383704292	0.873723126
"102"	0	4	4	6.392317423	4.321928095	9.519636253	4.807354922	5.129283017	11.34872815	3	2.807354922	7.62935662	2.321928095	3.584962501	5.906890596	0.58368146
"268"	3.700439718	7.6794801	8.73809226	2.584962501	6.409390936	4.700439718	6.475733431	6.491853096	8.317412614	6.584962501	7.839203788	3.321928095	0	4.700439718	3.169925001	0.770049487
"86"	6.599912842	5.129283017	5.64385619	8.592457037	7.434628228	0	1	7.46760555	8.124121312	5.64385619	11.18363538	2.807354922	0	5.169925001	7.95419631	0.844008161
"190"	3.906890596	6.820178962	6.375039431	9.238404739	8.139551352	2	1	8.903881846	10.29806257	6.845490051	7.475733431	4.584962501	2.807354922	5	7.607330314	0.825775798
"26"	2.321928095	7.139551352	6.044394119	9.157346935	7.011227255	0	0	5.209453366	8.335390355	6.22881869	6.727920455	7.451211112	3.321928095	13.20914871	6.820178962	0.84454702
"77"	2.807354922	0	7.46760555	5.044394119	4	0	3.807354922	4.807354922	9.670656249	3.906890596	8.611024797	5.129283017	8.038918989	5.087462841	7.129283017	0.84768869
"369"	4.906890596	6.614709844	8.011227255	9.06608919	8.027905997	0	0	10.24911345	6.754887502	8.463524373	6.247927513	3.321928095	0	3.169925001	6.857980995	0.840388543
"291"	3.459431619	6.169925001	4.523561956	5.459431619	3.906890596	10.65553072	8.092757141	5.209453366	11.75154406	2.321928095	2.584962501	6.459431619	3.906890596	6.569855608	5.754887502	0.589602796
"136"	4.392317423	7.417852515	6.658211483	8.661778098	5.523561956	0	3.169925001	1	7.562242424	4.906890596	7.95419631	6.686500527	0	0	6.857980995	0.917626488
"349"	2.321928095	3	9.422064766	11.56795608	10.43045255	0	0	8.876516947	5.321928095	10.06474276	9.68474862	2.807354922	0	0	8.14974712	0.901935887
"412"	8.375039431	1	6.539158811	8.761551232	8.169925001	0	2.321928095	8.921840937	8.511752654	7.055282436	7.199672345	6.14974712	0	2.584962501	9.076815597	0.58932834
"205"	7.312882955	0	8.103287808	9.194756854	5.523561956	3.169925001	3.584962501	7.189824559	7.888743249	4.906890596	13.75164866	6.357552005	0	3.700439718	6.988684687	0.772609007
"276"	4.247927513	7.330916878	6.50779464	9.47370575	8.016808288	0	0	9.231221181	6.807354922	8.566054038	8.118941073	2.584962501	0	2.321928095	6.491853096	0.704929295
"183"	2	5.554588852	6.64385619	9.607330314	5	0	1	4.459431619	8.011227255	5.491853096	6.658211483	3.459431619	0	0	7.118941073	0.922503462
"315"	0	6.918863237	6.672425342	8.672425342	8.475733431	2	0	10.09803208	7.672425342	7.417852515	7.129283017	6.285402219	0	4.321928095	6.727920455	0.884111844
"49"	4.807354922	5.700439718	6.768184325	6.266786541	7.658211483	0	1	10.67065625	10.32080055	6.22881869	8.873444113	6.169925001	0	2.321928095	7.266786541	0.834613242
"72"	1.584962501	2.584962501	4.584962501	5.857980995	2.584962501	10.59618976	8.361943774	4.459431619	11.33315535	2.321928095	3.700439718	7.442943496	1.584962501	13.10558118	5.087462841	0.414043989
"279"	5.672425342	5.906890596	6.169925001	9.77478706	5.614709844	5.087462841	2.584962501	5.357552005	7.129283017	3.584962501	7.076815597	6.906890596	0	3.584962501	7.108524457	0.874053959
"158"	3.584962501	5.700439718	6.169925001	4.169925001	6.247927513	0	0	7.50779464	7.483815777	7.022367813	6.129283017	5	2	1.584962501	7.022367813	0.879147953
"346"	6.14974712	8.335390355	5.044394119	9.35974956	9.095397023	0	0	6.06608919	6.857980995	9.252665432	7.139551352	2.807354922	0	0	6.965784285	0.846839522
"326"	7.312882955	4.64385619	7.882643049	11.00492268	8.588714636	0	8.357552005	9.159871337	10.75154406	6.599912842	7.383704292	4.087462841	0	0	5.285402219	0.5821566
"322"	3.459431619	4.906890596	9.266786541	11.07012094	10.1959873	0	4.807354922	10.95710204	6.727920455	8.614709844	6.754887502	1	1	4.087462841	6.442943496	0.884968533
"243"	1	5.247927513	6.62935662	8.184875343	6.906890596	3.169925001	0	9.303780748	11.12282799	5.392317423	9.306061689	6.62935662	4.95419631	3.700439718	8.044394119	0.273362695
"398"	4.392317423	6.554588852	6.977279923	8.82336724	8.95419631	0	1.584962501	9.505811554	8.519636253	7.960001932	6.22881869	0	1.584962501	1.584962501	6.700439718	0.840672256
"28"	2.584962501	3	7.483815777	9.808964175	8.299208018	2.321928095	7.257387843	10.37612539	8.159871337	6.129283017	6.392317423	5.523561956	5.857980995	2.807354922	6.303780748	0.875174384
"113"	5.169925001	5.426264755	7.539158811	11.48230378	8.74819285	0	2.807354922	8.829722735	8.721099189	7.665335917	6.807354922	2	0	2	8.060695932	0.879109723
"17"	4.754887502	4.247927513	7.977279923	7.321928095	7.74819285	0	7.209453366	6.741466986	6.918863237	7.257387843	5.209453366	6.64385619	0	2	5.857980995	0.685027118
"300"	5.209453366	5.321928095	6.614709844	7.392317423	6.658211483	4.321928095	5.321928095	8.098032083	9.952741247	5.129283017	5.129283017	5.169925001	0	0	7.787902559	0.698249707
"404"	0	0	5.044394119	3.321928095	4.392317423	10.22400167	4.64385619	4.087462841	11.55937709	2	3.321928095	8.625708843	0	13.43175875	5.129283017	0.280739636
"323"	1	7.321928095	7.044394119	9.729620744	8.523561956	1	0	6.426264755	8.370687407	6.64385619	7.303780748	2.807354922	3	2.807354922	6.357552005	0.922835865
"265"	3.584962501	9.147204925	7.087462841	8.005624549	6.977279923	1.584962501	2.584962501	9.14974712	8.129283017	6.06608919	6.409390936	3	1.584962501	3.700439718	6.672425342	0.897906198
"98"	3.459431619	7.417852515	7.451211112	4.169925001	8.927777962	0	0	7.95419631	6.599912842	6.95419631	7.266786541	3.169925001	0	3.169925001	8.076815597	0.947042035
